file,instance,num_jobs,num_machines,solver,time_limit,result_status,result_objective,result_runtime,upper_bound,lower_bound,relax_status,relax_objective,relax_runtime
./data/jobshop_tai30_20.txt,7,30,20,cplex,900,1,2136,901.370680093765,2001,1770,,,
./data/jobshop_tai30_20.txt,8,30,20,cplex,900,1,2234,901.508325576782,2013,1758,,,
./data/jobshop_tai30_20.txt,9,30,20,cplex,900,1,2296,900.970513820648,1973,1678,,,
./data/jobshop_tai20_15.txt,0,20,15,cplex,900,1,1421,900.422069072723,1376,1254,,,
./data/jobshop_tai20_15.txt,1,20,15,cplex,900,1,1415,900.329002380371,1377,1267,,,
./data/jobshop_tai20_15.txt,2,20,15,cplex,900,1,1344,900.318054437637,1367,1243,,,
./data/jobshop_tai20_15.txt,3,20,15,cplex,900,1,1331,900.527344465256,1345,1329,,,
./data/jobshop_tai20_15.txt,4,20,15,cplex,900,1,1385,900.406221866608,1366,1163,,,
./data/jobshop_tai20_15.txt,5,20,15,cplex,900,1,1454,900.306169748306,1371,1211,,,
./data/jobshop_tai20_15.txt,6,20,15,cplex,900,1,1461,900.365856647492,1480,1306,,,
./data/jobshop_tai20_15.txt,7,20,15,cplex,900,1,1501,900.351336479187,1413,1315,,,
./data/jobshop_tai20_15.txt,8,20,15,cplex,900,1,1388,900.426461458206,1352,1202,,,
./data/jobshop_tai20_15.txt,9,20,15,cplex,900,1,1363,900.391756534576,1362,1213,,,
./data/jobshop_tai30_15.txt,0,30,15,cplex,900,1,1924,900.604116678238,1770,1764,,,
./data/jobshop_tai30_15.txt,1,30,15,cplex,900,1,2091,900.6057741642,1841,1774,,,
./data/jobshop_tai30_15.txt,2,30,15,cplex,900,1,2023,900.740696907044,1832,1733,,,
./data/jobshop_tai30_15.txt,3,30,15,cplex,900,1,2097,900.747981309891,1851,1828,,,
./data/jobshop_tai30_15.txt,4,30,15,cplex,900,1,1995,900.699100971222,2007,1754,,,
./data/jobshop_tai30_15.txt,5,30,15,cplex,900,1,2006,900.644448518753,1844,1777,,,
./data/jobshop_tai30_15.txt,6,30,15,cplex,900,1,1885,900.675862312317,1815,1771,,,
./data/jobshop_tai30_15.txt,7,30,15,cplex,900,1,1931,900.663857460022,1700,1673,,,
./data/jobshop_tai30_15.txt,8,30,15,cplex,900,1,2047,900.645465135574,1811,1764,,,
./data/jobshop_tai30_15.txt,9,30,15,cplex,900,1,1870,900.728475809097,1720,1608,,,
./data/jobshop_tai20_20.txt,0,20,20,cplex,900,1,1574,900.46911907196,1663,1217,,,
./data/jobshop_tai20_20.txt,1,20,20,cplex,900,1,1635,900.471253871918,1626,1314,,,
./data/jobshop_tai20_20.txt,2,20,20,cplex,900,1,1659,900.447321891785,1574,1248,,,
./data/jobshop_tai20_20.txt,3,20,20,cplex,900,1,1659,900.379068613052,1660,1284,,,
./data/jobshop_tai20_20.txt,4,20,20,cplex,900,1,1650,900.486709117889,1598,1256,,,
./data/jobshop_tai20_20.txt,5,20,20,cplex,900,1,1687,900.662986755371,1657,1245,,,
./data/jobshop_tai20_20.txt,6,20,20,cplex,900,1,1735,900.407774448395,1704,1403,,,
./data/jobshop_tai20_20.txt,7,20,20,cplex,900,1,1592,900.465336799622,1626,1387,,,
./data/jobshop_tai20_20.txt,8,20,20,cplex,900,1,1655,900.573303699493,1629,1352,,,
./data/jobshop_tai20_20.txt,9,20,20,cplex,900,1,1636,900.419825792313,1614,1277,,,
./data/jobshop_tai50_20.txt,0,50,20,cplex,900,1,3948,902.839356660843,2868,2868,,,
./data/jobshop_tai50_20.txt,1,50,20,cplex,900,1,3847,902.713670015335,2902,2848,,,
./data/jobshop_tai50_20.txt,2,50,20,cplex,900,1,3646,902.783062934876,2755,2755,,,
./data/jobshop_tai50_20.txt,3,50,20,cplex,900,1,3628,902.621651411057,2702,2697,,,
./data/jobshop_tai50_20.txt,4,50,20,cplex,900,1,3830,902.359366178513,2725,2725,,,
./data/jobshop_tai50_20.txt,5,50,20,cplex,900,1,3764,902.485502958298,2845,2845,,,
./data/jobshop_tai50_20.txt,6,50,20,cplex,900,1,3533,902.636648893356,2841,2812,,,
./data/jobshop_tai50_20.txt,7,50,20,cplex,900,1,3585,902.615482330322,2784,2764,,,
./data/jobshop_tai50_20.txt,8,50,20,cplex,900,1,4085,902.391570091248,3071,3071,,,
./data/jobshop_tai50_20.txt,9,50,20,cplex,900,1,3934,902.551201343536,2995,2995,,,
./data/openshop_tai15_15.txt,0,15,15,cplex,900,1,904,900.428997993469,956,937,,,
./data/openshop_tai15_15.txt,1,15,15,cplex,900,1,964.999999068561,900.431334972382,957,918,,,
./data/openshop_tai15_15.txt,2,15,15,cplex,900,1,924,900.362225294113,899,871,,,
./data/openshop_tai15_15.txt,3,15,15,cplex,900,1,950,900.471208572388,946,934,,,
./data/openshop_tai15_15.txt,4,15,15,cplex,900,1,942,900.399358987808,992,946,,,
./data/openshop_tai15_15.txt,5,15,15,cplex,900,1,906,900.349275588989,959,933,,,
./data/openshop_tai15_15.txt,6,15,15,cplex,900,1,907,900.377510786057,931,891,,,
./data/openshop_tai15_15.txt,7,15,15,cplex,900,1,856,900.385345697403,916,893,,,
./data/openshop_tai15_15.txt,8,15,15,cplex,900,1,940,900.418424367905,951,899,,,
./data/openshop_tai15_15.txt,9,15,15,cplex,900,1,915,900.377848148346,935,902,,,
