file,instance,num_jobs,num_machines,solver,time_limit,result_status,result_objective,result_runtime,upper_bound,lower_bound,relax_status,relax_objective,relax_runtime
./data/flowshop_tai50_10.txt,8,50,10,cbc,2700,1,3654,2712.23848938942,2902,2795,1,712,1.03229880332947
./data/flowshop_tai50_10.txt,9,50,10,cbc,2700,1,3825,2710.76785731316,3091,3046,1,777,1.02917289733887
./data/jobshop_tai30_20.txt,0,30,20,cbc,2700,1,4344,2701.74044632912,2064,1850,1,1153,0.483181715011597
./data/jobshop_tai30_20.txt,1,30,20,cbc,2700,1,4479,2702.09919643402,1983,1761,1,1179,0.427745819091797
./data/jobshop_tai30_20.txt,2,30,20,cbc,2700,1,4577,2701.65697264671,1896,1710,1,1180,0.443476915359497
./data/jobshop_tai30_20.txt,3,30,20,cbc,2700,1,4505,2701.92956638336,2031,1820,1,1132,0.493441104888916
./data/jobshop_tai30_20.txt,4,30,20,cbc,2700,1,5060,2702.04172515869,2032,1785,1,1173,0.41411280632019
./data/jobshop_tai30_20.txt,5,30,20,cbc,2700,1,5831,2701.7716960907,2057,1940,1,1243,0.430675745010376
./data/jobshop_tai30_20.txt,6,30,20,cbc,2700,1,4226,2702.15478539467,1947,1751,1,1319,0.480506420135498
./data/jobshop_tai30_20.txt,7,30,20,cbc,2700,1,5181,2701.81898617744,2001,1770,1,1208,0.522960424423218
./data/jobshop_tai30_20.txt,8,30,20,cbc,2700,1,4704,2701.89344596863,2013,1758,1,1144,0.497459411621094
./data/jobshop_tai30_20.txt,9,30,20,cbc,2700,1,5029,2702.09170651436,1973,1678,1,1171,0.511009931564331
./data/jobshop_tai50_20.txt,0,50,20,cbc,2700,1,13201,2707.92948579788,2868,2868,1,1241,2.34243893623352
./data/jobshop_tai50_20.txt,1,50,20,cbc,2700,1,11044,2707.61786317825,2902,2848,1,1250,2.46839451789856
./data/jobshop_tai50_20.txt,2,50,20,cbc,2700,1,9308,2710.29870581627,2755,2755,1,1278,2.36134696006775
./data/jobshop_tai50_20.txt,3,50,20,cbc,2700,1,11277,2713.0331902504,2702,2697,1,1165,2.59327626228333
./data/jobshop_tai50_20.txt,4,50,20,cbc,2700,1,11616,2708.55228900909,2725,2725,1,1218,2.33487105369568
./data/jobshop_tai50_20.txt,5,50,20,cbc,2700,1,12417,2708.01560211182,2845,2845,1,1247,2.53195762634277
./data/jobshop_tai50_20.txt,6,50,20,cbc,2700,1,15598,2708.17377829552,2841,2812,1,1206,2.10757756233215
./data/jobshop_tai50_20.txt,7,50,20,cbc,2700,1,11843,2707.67632126808,2784,2764,1,1317,2.31601905822754
./data/jobshop_tai50_20.txt,8,50,20,cbc,2700,1,10819,2710.81255865097,3071,3071,1,1394,2.28625154495239
./data/jobshop_tai50_20.txt,9,50,20,cbc,2700,1,10888,2707.70888876915,2995,2995,1,1146,2.00717306137085
./data/jobshop_tai20_15.txt,0,20,15,cbc,2700,1,2073,2700.40704369545,1376,1254,1,917,0.130529403686523
./data/jobshop_tai20_15.txt,1,20,15,cbc,2700,1,2047,2700.72671175003,1377,1267,1,955,0.133306503295898
./data/jobshop_tai20_15.txt,2,20,15,cbc,2700,1,1987,2700.55331587791,1367,1243,1,845,0.124798536300659
./data/jobshop_tai20_15.txt,3,20,15,cbc,2700,1,1854,2700.58474111557,1345,1329,1,956,0.126193761825562
./data/jobshop_tai20_15.txt,4,20,15,cbc,2700,1,1837,2700.57376766205,1366,1163,1,807,0.113250732421875
./data/jobshop_tai20_15.txt,5,20,15,cbc,2700,1,2168,2700.69168066978,1371,1211,1,858,0.115403175354004
./data/jobshop_tai20_15.txt,6,20,15,cbc,2700,1,2069,2700.47842502594,1480,1306,1,953,0.112485647201538
./data/jobshop_tai20_15.txt,7,20,15,cbc,2700,1,2028,2700.46095609665,1413,1315,1,868,0.108665466308594
./data/jobshop_tai20_15.txt,8,20,15,cbc,2700,1,1710,2700.71799755096,1352,1202,1,860,0.109185218811035
./data/jobshop_tai20_15.txt,9,20,15,cbc,2700,1,1780,2700.74927592278,1362,1213,1,832,0.105152130126953
./data/jobshop_tai20_20.txt,0,20,20,cbc,2700,1,2041,2701.39855623245,1663,1217,1,1118,0.155179023742676
./data/jobshop_tai20_20.txt,1,20,20,cbc,2700,1,2104,2700.60792374611,1626,1314,1,1174,0.146297693252563
./data/jobshop_tai20_20.txt,2,20,20,cbc,2700,1,2087,2701.50464987755,1574,1248,1,1089,0.140700578689575
./data/jobshop_tai20_20.txt,3,20,20,cbc,2700,1,2558,2700.65204024315,1660,1284,1,1118,0.143173694610596
./data/jobshop_tai20_20.txt,4,20,20,cbc,2700,1,2752,2700.72666049004,1598,1256,1,1141,0.154739379882813
./data/jobshop_tai20_20.txt,5,20,20,cbc,2700,1,2151,2700.71444559097,1657,1245,1,1145,0.153962850570679
./data/jobshop_tai20_20.txt,6,20,20,cbc,2700,1,2377,2701.03966116905,1704,1403,1,1239,0.171287536621094
./data/jobshop_tai20_20.txt,7,20,20,cbc,2700,1,2475,2700.91457486153,1626,1387,1,1185,0.161944150924683
./data/jobshop_tai20_20.txt,8,20,20,cbc,2700,1,2342,2700.97472167015,1629,1352,1,1179,0.143908023834229
./data/jobshop_tai20_20.txt,9,20,20,cbc,2700,1,2374,2701.01695466042,1614,1277,1,1203,0.148672580718994
./data/jobshop_tai30_15.txt,0,30,15,cbc,2700,1,4101,2701.58702874184,1770,1764,1,898,0.307710409164429
./data/jobshop_tai30_15.txt,1,30,15,cbc,2700,1,3530,2701.35945892334,1841,1774,1,904,0.296103000640869
./data/jobshop_tai30_15.txt,2,30,15,cbc,2700,1,3398,2701.44535541534,1832,1733,1,975,0.303624153137207
./data/jobshop_tai30_15.txt,3,30,15,cbc,2700,1,3975,2701.34387516975,1851,1828,1,910,0.338636159896851
./data/jobshop_tai30_15.txt,4,30,15,cbc,2700,1,3502,2701.59668493271,2007,1754,1,907,0.269253730773926
./data/jobshop_tai30_15.txt,5,30,15,cbc,2700,1,4271,2701.81370997429,1844,1777,1,907,0.302567720413208
./data/jobshop_tai30_15.txt,6,30,15,cbc,2700,1,4031,2701.38622307777,1815,1771,1,968,0.300909519195557
./data/jobshop_tai30_15.txt,7,30,15,cbc,2700,1,3856,2701.22093462944,1700,1673,1,876,0.328751564025879
./data/jobshop_tai30_15.txt,8,30,15,cbc,2700,1,3646,2701.52456712723,1811,1764,1,882,0.302391767501831
./data/jobshop_tai30_15.txt,9,30,15,cbc,2700,1,3758,2701.29060053825,1720,1608,1,887,0.426299810409546
./data/openshop_tai7_7.txt,0,7,7,cbc,2700,1,352,2704.31619238853,438,435,1,0,0.013185977935791
./data/openshop_tai7_7.txt,1,7,7,cbc,2700,1,429,2704.15265893936,449,443,1,0,0.0130507946014404
./data/openshop_tai7_7.txt,2,7,7,cbc,2700,1,452,2704.78851294518,479,468,1,0,0.0130834579467773
./data/openshop_tai7_7.txt,3,7,7,cbc,2700,1,434,2704.25166797638,467,463,1,0,0.0132133960723877
./data/openshop_tai7_7.txt,4,7,7,cbc,2700,1,354,2704.16229343414,419,416,1,0,0.012927770614624
./data/openshop_tai7_7.txt,5,7,7,cbc,2700,1,434,2704.71453595161,460,451,1,0,0.0131571292877197
./data/openshop_tai7_7.txt,6,7,7,cbc,2700,1,395,2704.22172141075,435,422,1,0,0.0136184692382813
./data/openshop_tai7_7.txt,7,7,7,cbc,2700,1,461,2704.10293483734,426,424,1,0,0.0135924816131592
./data/openshop_tai7_7.txt,8,7,7,cbc,2700,1,399,2703.68151164055,460,458,1,0,0.012995719909668
./data/openshop_tai7_7.txt,9,7,7,cbc,2700,1,449,2703.92212724686,400,398,1,0,0.017357349395752
./data/openshop_tai5_5.txt,0,5,5,cbc,2700,1,243,11.3546135425568,300,295,1,0,0.00761294364929199
./data/openshop_tai5_5.txt,1,5,5,cbc,2700,1,193,15.5617809295654,262,255,1,0,0.00967192649841309
./data/openshop_tai5_5.txt,2,5,5,cbc,2700,1,261,21.2127375602722,328,321,1,0,0.00775480270385742
./data/openshop_tai5_5.txt,3,5,5,cbc,2700,1,236,16.4266078472137,310,306,1,0,0.00754237174987793
./data/openshop_tai5_5.txt,4,5,5,cbc,2700,1,275,253.01260471344,329,321,1,0,0.0112748146057129
./data/openshop_tai5_5.txt,5,5,5,cbc,2700,1,234,25.8144977092743,312,307,1,0,0.0076444149017334
./data/openshop_tai5_5.txt,6,5,5,cbc,2700,1,273,45.2441108226776,305,298,1,0,0.0106523036956787
./data/openshop_tai5_5.txt,7,5,5,cbc,2700,1,255,13.6327059268951,300,292,1,0,0.00783753395080566
./data/openshop_tai5_5.txt,8,5,5,cbc,2700,1,270,44.9226951599121,353,349,1,0,0.00791525840759277
./data/openshop_tai5_5.txt,9,5,5,cbc,2700,1,310,22.9724225997925,326,321,1,0,0.00988173484802246
./data/openshop_tai10_10.txt,0,10,10,cbc,2700,1,799,2702.04100179672,652,637,1,0,0.0373470783233643
./data/openshop_tai10_10.txt,1,10,10,cbc,2700,1,779,2702.56481742859,596,588,1,0,0.0353631973266602
./data/openshop_tai10_10.txt,2,10,10,cbc,2700,1,677,2702.45274806023,617,598,1,0,0.0357871055603027
./data/openshop_tai10_10.txt,3,10,10,cbc,2700,1,671,2702.00473880768,581,577,1,0,0.0345158576965332
./data/openshop_tai10_10.txt,4,10,10,cbc,2700,1,688,2702.13387608528,657,640,1,0,0.0345065593719482
./data/openshop_tai10_10.txt,5,10,10,cbc,2700,1,613,2702.09119009972,545,538,1,0,0.034092903137207
./data/openshop_tai10_10.txt,6,10,10,cbc,2700,1,676,2701.9248445034,623,616,1,0,0.0347177982330322
./data/openshop_tai10_10.txt,7,10,10,cbc,2700,1,694,2702.32454037666,606,595,1,0,0.0346627235412598
./data/openshop_tai10_10.txt,8,10,10,cbc,2700,1,659,2702.09824085236,606,595,1,0,0.0347065925598145
./data/openshop_tai10_10.txt,9,10,10,cbc,2700,1,653,2702.1392967701,604,596,1,0,0.0334534645080566
./data/openshop_tai4_4.txt,0,4,4,cbc,2700,1,117,0.151479244232178,193,186,1,0,0.00600671768188477
./data/openshop_tai4_4.txt,1,4,4,cbc,2700,1,190,0.381518840789795,236,229,1,0,0.00604867935180664
./data/openshop_tai4_4.txt,2,4,4,cbc,2700,1,182,0.727256298065186,271,262,1,0,0.00609111785888672
./data/openshop_tai4_4.txt,3,4,4,cbc,2700,1,170,0.926037311553955,250,245,1,0,0.00605893135070801
./data/openshop_tai4_4.txt,4,4,4,cbc,2700,1,218,0.47022819519043,295,287,1,0,0.00610494613647461
./data/openshop_tai4_4.txt,5,4,4,cbc,2700,1,164,0.418627738952637,189,185,1,0,0.00591468811035156
./data/openshop_tai4_4.txt,6,4,4,cbc,2700,1,135,0.466031074523926,201,197,1,0,0.00602316856384277
./data/openshop_tai4_4.txt,7,4,4,cbc,2700,1,194,0.665766000747681,217,212,1,0,0.00620508193969727
./data/openshop_tai4_4.txt,8,4,4,cbc,2700,1,194,0.601523876190186,261,258,1,0,0.00679254531860352
./data/openshop_tai4_4.txt,9,4,4,cbc,2700,1,143,0.400598049163818,217,213,1,0,0.0060579776763916
./data/openshop_tai15_15.txt,0,15,15,cbc,2700,1,1878,2702.05062675476,956,937,1,0,0.111621856689453
./data/openshop_tai15_15.txt,1,15,15,cbc,2700,1,1543,2701.4374101162,957,918,1,0,0.111644268035889
./data/openshop_tai15_15.txt,2,15,15,cbc,2700,1,1683,2701.57942676544,899,871,1,0,0.113332986831665
./data/openshop_tai15_15.txt,3,15,15,cbc,2700,1,1918,2701.32966852188,946,934,1,0,0.114229440689087
./data/openshop_tai15_15.txt,4,15,15,cbc,2700,1,1789,2701.33079862595,992,946,1,0,0.113072156906128
./data/openshop_tai15_15.txt,5,15,15,cbc,2700,1,1801,2701.81034445763,959,933,1,0,0.112117290496826
./data/openshop_tai15_15.txt,6,15,15,cbc,2700,1,1773,2701.96210980415,931,891,1,0,0.110682964324951
./data/openshop_tai15_15.txt,7,15,15,cbc,2700,1,1494,2701.10719156265,916,893,1,0,0.111496210098267
./data/openshop_tai15_15.txt,8,15,15,cbc,2700,1,1676,2701.26134729385,951,899,1,0,0.116656064987183
./data/openshop_tai15_15.txt,9,15,15,cbc,2700,1,1854,2701.65175104141,935,902,1,0,0.112386465072632
./data/flowshop_tai20_5.txt,0,20,5,cplex,900,1,1286,900.391280651093,1278,1232,,,
./data/flowshop_tai20_5.txt,1,20,5,cplex,900,1,1366,900.328919649124,1359,1290,,,
./data/flowshop_tai20_5.txt,2,20,5,cplex,900,1,1088,900.263731479645,1081,1073,,,
./data/flowshop_tai20_5.txt,3,20,5,cplex,900,1,1299,900.455888986588,1293,1268,,,
./data/flowshop_tai20_5.txt,4,20,5,cplex,900,1,1250,900.385011196137,1236,1198,,,
./data/flowshop_tai20_5.txt,5,20,5,cplex,900,1,1210,900.276406764984,1195,1180,,,
./data/flowshop_tai20_5.txt,6,20,5,cplex,900,1,1245,900.338098287582,1239,1226,,,
./data/flowshop_tai20_5.txt,7,20,5,cplex,900,1,1212,900.50930929184,1206,1170,,,
./data/flowshop_tai20_5.txt,8,20,5,cplex,900,1,1257,900.235916614533,1230,1206,,,
./data/flowshop_tai20_5.txt,9,20,5,cplex,900,1,1108,900.323320388794,1108,1082,,,
./data/flowshop_tai20_10.txt,0,20,10,cplex,900,1,1603,900.742049694061,1582,1448,,,
./data/flowshop_tai20_10.txt,1,20,10,cplex,900,1,1688,900.54616522789,1659,1479,,,
./data/flowshop_tai20_10.txt,2,20,10,cplex,900,1,1538,900.417805910111,1496,1407,,,
./data/flowshop_tai20_10.txt,3,20,10,cplex,900,1,1411,900.384831905365,1378,1308,,,
./data/flowshop_tai20_10.txt,4,20,10,cplex,900,1,1426,900.305093765259,1419,1325,,,
./data/flowshop_tai20_10.txt,5,20,10,cplex,900,1,1417,900.345748186112,1397,1290,,,
./data/flowshop_tai20_10.txt,6,20,10,cplex,900,1,1526,900.324593305588,1484,1388,,,
./data/flowshop_tai20_10.txt,7,20,10,cplex,900,1,1562,900.31512594223,1538,1363,,,
./data/flowshop_tai20_10.txt,8,20,10,cplex,900,1,1636,900.3255610466,1593,1472,,,
./data/flowshop_tai20_10.txt,9,20,10,cplex,900,1,1625,900.309150934219,1591,1356,,,
./data/flowshop_tai50_10.txt,0,50,10,cplex,900,1,3550,901.713258981705,3025,2907,,,
./data/flowshop_tai50_10.txt,1,50,10,cplex,900,1,3215,902.258640766144,2892,2821,,,
./data/flowshop_tai50_10.txt,2,50,10,cplex,900,1,3426,901.786915302277,2864,2801,,,
./data/flowshop_tai50_10.txt,3,50,10,cplex,900,1,3432,902.512868642807,3064,2968,,,
./data/flowshop_tai50_10.txt,4,50,10,cplex,900,1,3401,901.828874588013,2986,2908,,,
./data/flowshop_tai50_10.txt,5,50,10,cplex,900,1,3419,901.953332424164,3006,2941,,,
./data/flowshop_tai50_10.txt,6,50,10,cplex,900,1,3400,901.685584783554,3107,3062,,,
./data/flowshop_tai50_10.txt,7,50,10,cplex,900,1,3457,901.886124610901,3039,2959,,,
./data/flowshop_tai50_10.txt,8,50,10,cplex,900,1,3290,902.038938760757,2902,2795,,,
./data/flowshop_tai50_10.txt,9,50,10,cplex,900,1,3525,901.501583576202,3091,3046,,,
./data/flowshop_tai20_20.txt,0,20,20,cplex,900,1,2363,900.565577268601,2297,1911,,,
./data/flowshop_tai20_20.txt,1,20,20,cplex,900,1,2129,900.581957578659,2100,1711,,,
./data/flowshop_tai20_20.txt,2,20,20,cplex,900,1,2384,900.550020217896,2326,1844,,,
./data/flowshop_tai20_20.txt,3,20,20,cplex,900,1,2260,900.49285697937,2223,1810,,,
./data/flowshop_tai20_20.txt,4,20,20,cplex,900,1,2367,900.582252979279,2291,1899,,,
./data/flowshop_tai20_20.txt,5,20,20,cplex,900,1,2275,900.558238506317,2226,1875,,,
./data/flowshop_tai20_20.txt,6,20,20,cplex,900,1,2329,900.60289812088,2273,1875,,,
./data/flowshop_tai20_20.txt,7,20,20,cplex,900,1,2257,900.63427066803,2200,1880,,,
./data/flowshop_tai20_20.txt,8,20,20,cplex,900,1,2279,900.602642059326,2237,1840,,,
./data/flowshop_tai20_20.txt,9,20,20,cplex,900,1,2232,900.613758802414,2178,1900,,,
./data/flowshop_tai100_5.txt,0,100,5,cplex,900,1,5891,903.670544624329,5493,5437,,,
./data/flowshop_tai100_5.txt,2,100,5,cplex,900,1,5872,903.578874349594,5175,5130,,,
./data/flowshop_tai100_5.txt,3,100,5,cplex,900,-1,,1802.1910545826,5014,4963,,,
./data/flowshop_tai100_5.txt,4,100,5,cplex,900,-1,,1802.00175189972,5250,5195,,,
./data/flowshop_tai100_5.txt,5,100,5,cplex,900,1,5928,903.553242444992,5135,5063,,,
./data/flowshop_tai100_5.txt,6,100,5,cplex,900,-1,,1802.01906275749,5246,5198,,,
./data/flowshop_tai100_5.txt,7,100,5,cplex,900,-1,,1802.10439682007,5106,5038,,,
./data/flowshop_tai100_5.txt,8,100,5,cplex,900,-1,,1802.39896225929,5454,5385,,,
./data/flowshop_tai100_5.txt,9,100,5,cplex,900,-1,,1802.45775675774,5328,5272,,,
./data/openshop_tai4_4.txt,0,4,4,cplex,900,1,115,0.0552263259887695,193,186,,,
./data/openshop_tai4_4.txt,1,4,4,cplex,900,1,190,0.110904455184937,236,229,,,
./data/openshop_tai4_4.txt,2,4,4,cplex,900,1,182,0.0457978248596191,271,262,,,
./data/openshop_tai4_4.txt,3,4,4,cplex,900,1,170,0.0415446758270264,250,245,,,
./data/openshop_tai4_4.txt,4,4,4,cplex,900,1,211,0.04209303855896,295,287,,,
./data/openshop_tai4_4.txt,5,4,4,cplex,900,1,157.999999999884,0.0432500839233398,189,185,,,
./data/openshop_tai4_4.txt,6,4,4,cplex,900,1,130,0.0376613140106201,201,197,,,
./data/openshop_tai4_4.txt,7,4,4,cplex,900,1,185,0.0373060703277588,217,212,,,
./data/openshop_tai4_4.txt,8,4,4,cplex,900,1,194,0.103948354721069,261,258,,,
./data/openshop_tai4_4.txt,9,4,4,cplex,900,1,143,0.0663306713104248,217,213,,,
./data/openshop_tai5_5.txt,0,5,5,cplex,900,1,240,0.402385234832764,300,295,,,
./data/openshop_tai5_5.txt,1,5,5,cplex,900,1,189,0.22705340385437,262,255,,,
./data/openshop_tai5_5.txt,2,5,5,cplex,900,1,261,0.584780931472778,328,321,,,
./data/openshop_tai5_5.txt,3,5,5,cplex,900,1,236,1.21185994148254,310,306,,,
./data/openshop_tai5_5.txt,4,5,5,cplex,900,1,275,0.593114137649536,329,321,,,
./data/openshop_tai5_5.txt,5,5,5,cplex,900,1,220,0.283947467803955,312,307,,,
./data/openshop_tai5_5.txt,6,5,5,cplex,900,1,264.9999999828,0.638367891311646,305,298,,,
./data/openshop_tai5_5.txt,7,5,5,cplex,900,1,254,0.496607303619385,300,292,,,
./data/openshop_tai5_5.txt,8,5,5,cplex,900,1,270,0.753947973251343,353,349,,,
./data/openshop_tai5_5.txt,9,5,5,cplex,900,1,310,0.412894248962402,326,321,,,
./data/openshop_tai7_7.txt,0,7,7,cplex,900,1,346,3.58791065216064,438,435,,,
./data/openshop_tai7_7.txt,1,7,7,cplex,900,1,429,82.2697451114655,449,443,,,
./data/openshop_tai7_7.txt,2,7,7,cplex,900,1,448.986348034581,79.2659449577332,479,468,,,
./data/openshop_tai7_7.txt,3,7,7,cplex,900,1,434,2.79443311691284,467,463,,,
./data/openshop_tai7_7.txt,4,7,7,cplex,900,1,338.981047924535,265.393980741501,419,416,,,
./data/openshop_tai7_7.txt,5,7,7,cplex,900,1,433.869373834343,803.711299180985,460,451,,,
./data/openshop_tai7_7.txt,6,7,7,cplex,900,1,394.776731148266,168.182360887527,435,422,,,
./data/openshop_tai7_7.txt,7,7,7,cplex,900,1,460.896379392361,151.046089410782,426,424,,,
./data/openshop_tai7_7.txt,8,7,7,cplex,900,1,398.860334741999,900.10447883606,460,458,,,
./data/openshop_tai7_7.txt,9,7,7,cplex,900,1,448.766452383425,16.2593724727631,400,398,,,
./data/openshop_tai10_10.txt,0,10,10,cplex,900,1,539,900.252260684967,652,637,,,
./data/openshop_tai10_10.txt,1,10,10,cplex,900,1,517,900.285516023636,596,588,,,
./data/openshop_tai10_10.txt,2,10,10,cplex,900,1,583.846974264365,900.351830720902,617,598,,,
./data/openshop_tai10_10.txt,3,10,10,cplex,900,1,570,900.532098531723,581,577,,,
./data/openshop_tai10_10.txt,4,10,10,cplex,900,1,553,900.279119729996,657,640,,,
./data/openshop_tai10_10.txt,5,10,10,cplex,900,1,561,619.680269002914,545,538,,,
./data/openshop_tai10_10.txt,6,10,10,cplex,900,1,586,900.473452806473,623,616,,,
./data/openshop_tai10_10.txt,7,10,10,cplex,900,1,516,900.446217536926,606,595,,,
./data/openshop_tai10_10.txt,8,10,10,cplex,900,1,516,900.30535697937,606,595,,,
./data/openshop_tai10_10.txt,9,10,10,cplex,900,1,532.000001956825,900.18622636795,604,596,,,
./data/jobshop_tai30_20.txt,0,30,20,cplex,900,1,2313,900.703230142593,2064,1850,,,
./data/jobshop_tai30_20.txt,1,30,20,cplex,900,1,2360,901.122750997543,1983,1761,,,
./data/jobshop_tai30_20.txt,2,30,20,cplex,900,1,2296,901.429970026016,1896,1710,,,
./data/jobshop_tai30_20.txt,3,30,20,cplex,900,1,2411,901.184591770172,2031,1820,,,
./data/jobshop_tai30_20.txt,4,30,20,cplex,900,1,2240,900.912678956986,2032,1785,,,
./data/jobshop_tai30_20.txt,5,30,20,cplex,900,1,2498,901.611556529999,2057,1940,,,
./data/jobshop_tai30_20.txt,6,30,20,cplex,900,1,2087,901.721255064011,1947,1751,,,
